47,100
94,147
140,193
186,239
232,285
278,331
325,378
371,424
417,470
462,515
509,562
555,608
601,654
647,700
693,746
786,839
832,885
877,930
923,976
969,1022
1015,1068
1108,1161
1154,1207
1200,1253
1246,1299
1293,1346
1339,1392
1385,1438
