16,63
62,109
108,155
155,202
201,248
247,294
294,341
340,387
386,433
432,479
478,525
525,572
571,618
617,664
663,710
709,756
755,802
801,848
846,893
893,940
939,986
985,1032
1030,1077
1077,1124
1123,1170
1169,1216
1215,1262
1262,1309
1308,1355
1354,1401
1400,1447
